docket,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc,neuralegal_resp,neuralegal_pet,BREYER_pet_questions,BREYER_res_questions,BREYER_question_diff,BREYER_avg_words_pet,BREYER_avg_words_res,BREYER_avg_words_diff,BREYER_wc_ratio_pet,BREYER_wc_ratio_res,BREYER_wc_ratio_diff,BREYER_cc_ratio_pet,BREYER_cc_ratio_res,BREYER_cc_ratio_diff,BREYER_qc_ratio_pet,BREYER_qc_ratio_res,BREYER_qc_ratio_diff,GINSBURG_pet_questions,GINSBURG_res_questions,GINSBURG_question_diff,GINSBURG_avg_words_pet,GINSBURG_avg_words_res,GINSBURG_avg_words_diff,GINSBURG_wc_ratio_pet,GINSBURG_wc_ratio_res,GINSBURG_wc_ratio_diff,GINSBURG_cc_ratio_pet,GINSBURG_cc_ratio_res,GINSBURG_cc_ratio_diff,GINSBURG_qc_ratio_pet,GINSBURG_qc_ratio_res,GINSBURG_qc_ratio_diff,KENNEDY_pet_questions,KENNEDY_res_questions,KENNEDY_question_diff,KENNEDY_avg_words_pet,KENNEDY_avg_words_res,KENNEDY_avg_words_diff,KENNEDY_wc_ratio_pet,KENNEDY_wc_ratio_res,KENNEDY_wc_ratio_diff,KENNEDY_cc_ratio_pet,KENNEDY_cc_ratio_res,KENNEDY_cc_ratio_diff,KENNEDY_qc_ratio_pet,KENNEDY_qc_ratio_res,KENNEDY_qc_ratio_diff,ROBERTS_pet_questions,ROBERTS_res_questions,ROBERTS_question_diff,ROBERTS_avg_words_pet,ROBERTS_avg_words_res,ROBERTS_avg_words_diff,ROBERTS_wc_ratio_pet,ROBERTS_wc_ratio_res,ROBERTS_wc_ratio_diff,ROBERTS_cc_ratio_pet,ROBERTS_cc_ratio_res,ROBERTS_cc_ratio_diff,ROBERTS_qc_ratio_pet,ROBERTS_qc_ratio_res,ROBERTS_qc_ratio_diff,SCALIA_pet_questions,SCALIA_res_questions,SCALIA_question_diff,SCALIA_avg_words_pet,SCALIA_avg_words_res,SCALIA_avg_words_diff,SCALIA_wc_ratio_pet,SCALIA_wc_ratio_res,SCALIA_wc_ratio_diff,SCALIA_cc_ratio_pet,SCALIA_cc_ratio_res,SCALIA_cc_ratio_diff,SCALIA_qc_ratio_pet,SCALIA_qc_ratio_res,SCALIA_qc_ratio_diff
09-223X,0,3/22/2010,3,2010,RICHARD A. LEVIN TAX COMMISSIONER OF OHIO v. COMMERCE ENERGY INC. et al.,-8,0.166666667,1.0,-1.0,0.0,-1.0,6/1/2010,9.0,0.0,1.0,0,1,-1,0,0,0.067793585,-0.048802083,0.306666667,-0.077777778,0.187624677,0.0,1.0,6.0,6.0,1,2.0,4.0,10,2.0,1,0,0,718,745,5,14,48,63,167,356,2,5,6,20,99,0,5,0,8,1,48,44,0,0,2,3,186,149,2,1,16,10,0.429,0.894,0.104166666667,0.222222222222,0,14.9583333333,11.8253968254,1,0.490772385509,0.509227614491,0,0.432432432432,0.567567567568,0,0.263157894737,0.736842105263,-1,0.333333333333,0.25,0,27.8333333333,17.8,1,0.31931166348,0.68068833652,-1,0.230769230769,0.769230769231,-1,0.285714285714,0.714285714286,-1,0.625,0.0,1,12.375,0.0,1,1.0,0.0,1,0.888888888889,0.111111111111,1,1.0,0.0,1,0.0,0.0,0,24.0,14.6666666667,1,0.521739130435,0.478260869565,0,0.4,0.6,0,0.0,0.0,0,0.125,0.1,0,11.625,14.9,-1,0.555223880597,0.444776119403,0,0.615384615385,0.384615384615,1,0.666666666667,0.333333333333,1
09-291X,1,12/7/2010,12,2010,ERIC L. THOMPSON PETITIONER v. NORTH AMERICAN STAINLESS LP,-5,0.5,0.2,0.0,-0.75,0.6,1/24/2011,8.0,0.0,1.0,1,0,-1,-1,1,0.017277849,-0.041664949,0.053846154,-0.114087302,0.052540618,11.0,1.0,6.0,6.0,1,1.0,2.0,2,12.0,1,1,0,304,876,10,8,19,43,283,265,4,4,14,10,185,37,4,4,10,4,432,97,5,2,28,8,165,485,4,17,15,46,0.004,0.141,0.526315789474,0.186046511628,1,16.0,20.3720930233,-1,0.257627118644,0.742372881356,-1,0.306451612903,0.693548387097,-1,0.555555555556,0.444444444444,0,0.285714285714,0.4,0,20.2142857143,26.5,-1,0.516423357664,0.483576642336,0,0.583333333333,0.416666666667,0,0.5,0.5,0,0.4,1.0,-1,18.5,9.25,1,0.833333333333,0.166666666667,1,0.714285714286,0.285714285714,1,0.5,0.5,0,0.178571428571,0.25,0,15.4285714286,12.125,1,0.816635160681,0.183364839319,1,0.777777777778,0.222222222222,1,0.714285714286,0.285714285714,1,0.266666666667,0.369565217391,0,11.0,10.5434782609,1,0.253846153846,0.746153846154,-1,0.245901639344,0.754098360656,-1,0.190476190476,0.809523809524,-1
09-337X,0,4/21/2010,4,2010,WANDA KRUPSKI v. COSTA CROCIERE S. P. A.,51,0.846153846,0.4,1.0,0.333333333,0.176470588,6/7/2010,9.0,0.0,1.0,1,1,0,0,0,0.346284271,-0.023737916,-0.211125541,0.01718254,0.125440393,0.0,1.0,11.0,11.0,1,1.0,2.0,9,2.0,1,0,0,59,980,2,21,4,59,276,506,8,7,16,29,138,95,1,3,4,7,194,200,4,2,16,12,415,358,6,6,25,25,0.247,0.627,0.5,0.35593220339,0,14.75,16.6101694915,-1,0.0567853705486,0.943214629451,-1,0.0634920634921,0.936507936508,-1,0.0869565217391,0.913043478261,-1,0.5,0.241379310345,1,17.25,17.4482758621,0,0.352941176471,0.647058823529,-1,0.355555555556,0.644444444444,-1,0.533333333333,0.466666666667,0,0.25,0.428571428571,0,34.5,13.5714285714,1,0.592274678112,0.407725321888,0,0.363636363636,0.636363636364,-1,0.25,0.75,-1,0.25,0.166666666667,0,12.125,16.6666666667,-1,0.492385786802,0.507614213198,0,0.571428571429,0.428571428571,0,0.666666666667,0.333333333333,1,0.24,0.24,0,16.6,14.32,1,0.536869340233,0.463130659767,0,0.5,0.5,0,0.5,0.5,0
09-338X,0,3/29/2010,3,2010,PAUL RENICO WARDEN v. REGINALD LETT,4,0.2,-1.0,-1.0,0.833333333,1.0,5/3/2010,6.0,3.0,1.0,-1,-1,-1,1,1,0.142296321,0.123467279,0.188157895,0.016812439,0.04627756,2.0,3.0,6.0,6.0,1,2.0,2.0,1,11.0,1,0,0,663,346,12,8,43,20,248,190,7,1,18,11,295,26,4,1,20,2,74,892,2,23,6,46,322,726,9,7,21,30,0.326,0.565,0.279069767442,0.4,0,15.4186046512,17.3,-1,0.657086223984,0.342913776016,1,0.68253968254,0.31746031746,1,0.6,0.4,0,0.388888888889,0.0909090909091,1,13.7777777778,17.2727272727,-1,0.566210045662,0.433789954338,0,0.620689655172,0.379310344828,1,0.875,0.125,1,0.2,0.5,-1,14.75,13.0,1,0.919003115265,0.0809968847352,1,0.909090909091,0.0909090909091,1,0.8,0.2,1,0.333333333333,0.5,0,12.3333333333,19.3913043478,-1,0.0766045548654,0.923395445135,-1,0.115384615385,0.884615384615,-1,0.08,0.92,-1,0.428571428571,0.233333333333,0,15.3333333333,24.2,-1,0.307251908397,0.692748091603,-1,0.411764705882,0.588235294118,0,0.5625,0.4375,0
09-350X,0,10/5/2010,10,2010,LOS ANGELES COUNTY CALIFORNIA PETITIONER v. CRAIG ARTHUR HUMPHRIES et al.,28,1.0,-1.0,-0.111111111,1.0,0.5,11/30/2010,8.0,0.0,1.0,1,0,-1,1,1,-0.006109023,0.002857143,-0.057114512,-0.076130952,0.033655462,4.0,0.0,9.0,9.0,1,2.0,7.0,2,12.0,1,0,0,0,478,0,14,1,31,148,220,6,6,11,13,331,146,10,6,18,15,87,870,2,4,5,49,92,251,3,8,9,13,0.659,0.769,0.0,0.451612903226,-1,0.0,15.4193548387,-1,0.0,1.0,-1,0.03125,0.96875,-1,0.0,1.0,-1,0.545454545455,0.461538461538,0,13.4545454545,16.9230769231,-1,0.402173913043,0.597826086957,0,0.458333333333,0.541666666667,0,0.5,0.5,0,0.555555555556,0.4,0,18.3888888889,9.73333333333,1,0.69392033543,0.30607966457,1,0.545454545455,0.454545454545,0,0.625,0.375,1,0.4,0.0816326530612,1,17.4,17.7551020408,-1,0.0909090909091,0.909090909091,-1,0.0925925925926,0.907407407407,-1,0.333333333333,0.666666666667,-1,0.333333333333,0.615384615385,-1,10.2222222222,19.3076923077,-1,0.268221574344,0.731778425656,-1,0.409090909091,0.590909090909,0,0.272727272727,0.727272727273,-1
09-367X,0,4/20/2010,4,2010,BRIAN RUSSELL DOLAN v. UNITED STATES,-13,-0.5,-0.2,-0.333333333,0.111111111,0.066666667,6/14/2010,5.0,4.0,0.0,0,-1,1,-1,0,-0.027608637,0.001450893,-0.182638889,-0.000467687,-0.014682357,3.0,2.0,10.0,10.0,1,2.0,2.0,9,2.0,1,0,0,698,713,19,8,61,33,280,175,5,2,13,6,87,160,0,6,5,11,310,181,4,5,25,11,379,382,10,16,25,30,0.305,0.94,0.311475409836,0.242424242424,0,11.4426229508,21.6060606061,-1,0.494684620836,0.505315379164,0,0.648936170213,0.351063829787,1,0.703703703704,0.296296296296,1,0.384615384615,0.333333333333,0,21.5384615385,29.1666666667,-1,0.615384615385,0.384615384615,1,0.684210526316,0.315789473684,1,0.714285714286,0.285714285714,1,0.0,0.545454545455,-1,17.4,14.5454545455,1,0.352226720648,0.647773279352,-1,0.3125,0.6875,-1,0.0,1.0,-1,0.16,0.454545454545,-1,12.4,16.4545454545,-1,0.631364562118,0.368635437882,1,0.694444444444,0.305555555556,1,0.444444444444,0.555555555556,0,0.4,0.533333333333,0,15.16,12.7333333333,1,0.49802890933,0.50197109067,0,0.454545454545,0.545454545455,0,0.384615384615,0.615384615385,-1
09-400X,1,11/2/2010,11,2010,VINCENT E. STAUB PETITIONER v. PROCTOR HOSPITAL,-10,1.0,0.142857143,-1.0,-1.0,-0.2,3/1/2011,8.0,0.0,1.0,1,1,0,-1,1,-0.087064201,-0.165127551,-0.146428571,0.049272487,-0.169476446,0.0,1.0,7.0,7.0,1,1.0,1.5,2,12.0,1,0,0,0,772,0,11,1,49,121,414,2,8,9,27,127,124,1,1,8,8,287,124,4,1,15,8,282,534,3,4,15,18,0.009,0.993,0.0,0.224489795918,-1,0.0,15.7551020408,-1,0.0,1.0,-1,0.02,0.98,-1,0.0,1.0,-1,0.222222222222,0.296296296296,0,13.4444444444,15.3333333333,-1,0.226168224299,0.773831775701,-1,0.25,0.75,-1,0.2,0.8,-1,0.125,0.125,0,15.875,15.5,1,0.505976095618,0.494023904382,0,0.5,0.5,0,0.5,0.5,0,0.266666666667,0.125,0,19.1333333333,15.5,1,0.698296836983,0.301703163017,1,0.652173913043,0.347826086957,1,0.8,0.2,1,0.2,0.222222222222,0,18.8,29.6666666667,-1,0.345588235294,0.654411764706,-1,0.454545454545,0.545454545455,0,0.428571428571,0.571428571429,0
09-448X,1,4/26/2010,4,2010,BRIDGET HARDT v. RELIANCE STANDARD LIFE INSURANCE COMPANY,4,0.285714286,0.428571429,-1.0,0.142857143,0.0,5/24/2010,9.0,0.0,1.0,1,1,-1,0,-1,0.073818113,-0.025855032,-0.017911255,0.012355769,-0.003015873,11.0,1.0,4.0,4.0,1,1.0,8.0,6,2.0,1,0,0,180,871,6,11,17,51,79,481,3,8,4,31,283,55,4,1,19,1,258,330,6,3,15,12,209,128,0,1,9,10,0.333,0.674,0.352941176471,0.21568627451,0,10.5882352941,17.0784313725,-1,0.171265461465,0.828734538535,-1,0.25,0.75,-1,0.352941176471,0.647058823529,-1,0.75,0.258064516129,1,19.75,15.5161290323,1,0.141071428571,0.858928571429,-1,0.114285714286,0.885714285714,-1,0.272727272727,0.727272727273,-1,0.210526315789,1.0,-1,14.8947368421,55.0,-1,0.837278106509,0.162721893491,1,0.95,0.05,1,0.8,0.2,1,0.4,0.25,0,17.2,27.5,-1,0.438775510204,0.561224489796,0,0.555555555556,0.444444444444,0,0.666666666667,0.333333333333,1,0.0,0.1,0,23.2222222222,12.8,1,0.620178041543,0.379821958457,1,0.473684210526,0.526315789474,0,0.0,1.0,-1
09-475X,1,4/27/2010,4,2010,MONSANTO COMPANY et al. v. GEERTSON SEED FARMS et al.,-3,0.0,-0.571428571,1.0,-0.272727273,0.866666667,6/21/2010,7.0,1.0,1.0,0,-1,1,0,1,0.0,-0.021921952,0.158333333,-0.012723612,-0.070573911,1.0,1.0,9.0,9.0,1,2.0,2.0,8,12.0,1,1,0,0,0,0,0,1,1,559,188,5,2,29,8,65,184,2,5,2,11,660,456,7,6,36,27,3,529,0,13,1,43,0.178,0.579,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,0.172413793103,0.25,0,19.275862069,23.5,-1,0.748326639893,0.251673360107,1,0.783783783784,0.216216216216,1,0.714285714286,0.285714285714,1,1.0,0.454545454545,1,32.5,16.7272727273,1,0.261044176707,0.738955823293,-1,0.153846153846,0.846153846154,-1,0.285714285714,0.714285714286,-1,0.194444444444,0.222222222222,0,18.3333333333,16.8888888889,1,0.591397849462,0.408602150538,0,0.571428571429,0.428571428571,0,0.538461538462,0.461538461538,0,0.0,0.302325581395,-1,3.0,12.3023255814,-1,0.00563909774436,0.994360902256,-1,0.0227272727273,0.977272727273,-1,0.0,1.0,-1
09-479X,1,10/4/2010,10,2010,KEVIN ABBOTT PETITIONER v. UNITED STATES,17,1.0,-1.0,0.0,0.777777778,0.846153846,11/15/2010,8.0,0.0,0.0,1,-1,0,1,0,0.008023008,-0.135714286,0.0,-0.232945011,-0.016735845,3.0,2.0,3.0,3.0,1,1.0,2.0,1,2.0,1,0,0,259,685,2,7,15,30,208,28,3,1,11,1,0,0,0,0,1,1,96,499,0,5,5,23,308,303,3,11,22,24,0.741,0.011,0.133333333333,0.233333333333,0,17.2666666667,22.8333333333,-1,0.27436440678,0.72563559322,-1,0.333333333333,0.666666666667,-1,0.222222222222,0.777777777778,-1,0.272727272727,1.0,-1,18.9090909091,28.0,-1,0.881355932203,0.118644067797,1,0.916666666667,0.0833333333333,1,0.75,0.25,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,0.0,0.217391304348,-1,19.2,21.6956521739,-1,0.161344537815,0.838655462185,-1,0.178571428571,0.821428571429,-1,0.0,1.0,-1,0.136363636364,0.458333333333,-1,14.0,12.625,1,0.504091653028,0.495908346972,0,0.478260869565,0.521739130435,0,0.214285714286,0.785714285714,-1
09-497X,0,4/26/2010,4,2010,RENT-A-CENTER WEST INC. v. ANTONIO JACKSON,6,0.0,-0.428571429,0.571428571,0.555555556,-0.157894737,6/21/2010,5.0,4.0,1.0,0,-1,1,1,0,0.133133727,0.097302296,0.02267316,0.099064626,-0.164083262,1.0,11.0,9.0,9.0,1,2.0,7.0,7,12.0,1,0,0,933,836,11,11,46,43,401,203,7,2,20,9,144,332,2,11,5,23,278,434,3,5,13,20,422,641,13,17,24,37,0.121,0.82,0.239130434783,0.255813953488,0,20.2826086957,19.4418604651,1,0.527416619559,0.472583380441,0,0.516853932584,0.483146067416,0,0.5,0.5,0,0.35,0.222222222222,0,20.05,22.5555555556,-1,0.663907284768,0.336092715232,1,0.689655172414,0.310344827586,1,0.777777777778,0.222222222222,1,0.4,0.478260869565,0,28.8,14.4347826087,1,0.302521008403,0.697478991597,-1,0.178571428571,0.821428571429,-1,0.153846153846,0.846153846154,-1,0.230769230769,0.25,0,21.3846153846,21.7,-1,0.390449438202,0.609550561798,-1,0.393939393939,0.606060606061,-1,0.375,0.625,-1,0.541666666667,0.459459459459,0,17.5833333333,17.3243243243,1,0.396989651929,0.603010348071,-1,0.393442622951,0.606557377049,-1,0.433333333333,0.566666666667,0
09-520X,1,11/10/2010,11,2010,CSX TRANSPORTATION INC. PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.,12,1.0,-1.0,-0.5,0.555555556,-0.272727273,2/22/2011,7.0,2.0,0.0,1,-1,-1,1,0,-0.022738507,-0.00995098,-0.266629073,0.082531056,0.199279449,1.0,0.0,11.0,11.0,1,1.0,2.0,8,12.0,1,0,0,0,725,0,9,1,43,306,0,3,0,11,1,313,103,2,2,13,7,164,636,0,9,8,35,261,211,9,5,16,18,0.311,0.776,0.0,0.209302325581,-1,0.0,16.8604651163,-1,0.0,1.0,-1,0.0227272727273,0.977272727273,-1,0.0,1.0,-1,0.272727272727,0.0,1,27.8181818182,0.0,1,1.0,0.0,1,0.916666666667,0.0833333333333,1,1.0,0.0,1,0.153846153846,0.285714285714,0,24.0769230769,14.7142857143,1,0.752403846154,0.247596153846,1,0.65,0.35,1,0.5,0.5,0,0.0,0.257142857143,-1,20.5,18.1714285714,1,0.205,0.795,-1,0.186046511628,0.813953488372,-1,0.0,1.0,-1,0.5625,0.277777777778,1,16.3125,11.7222222222,1,0.552966101695,0.447033898305,0,0.470588235294,0.529411764706,0,0.642857142857,0.357142857143,1
09-525X,-1,12/7/2010,12,2010,JANUS CAPITAL GROUP INC. et al. PETITIONERS v. FIRST DERIVATIVE TRADERS,3,0.1,-0.454545455,-0.818181818,0.846153846,0.684210526,6/13/2011,5.0,4.0,1.0,1,-1,-1,1,1,-0.189287698,-0.048785714,0.006140351,0.075793651,0.069583333,0.0,0.0,4.0,4.0,1,2.0,1.5,8,11.0,1,0,0,342,568,6,8,24,40,422,88,10,2,30,5,323,81,9,2,20,5,92,444,2,4,5,32,118,627,5,14,11,48,0.694,0.81,0.25,0.2,0,14.25,14.2,0,0.375824175824,0.624175824176,-1,0.375,0.625,-1,0.428571428571,0.571428571429,0,0.333333333333,0.4,0,14.0666666667,17.6,-1,0.827450980392,0.172549019608,1,0.857142857143,0.142857142857,1,0.833333333333,0.166666666667,1,0.45,0.4,0,16.15,16.2,0,0.799504950495,0.200495049505,1,0.8,0.2,1,0.818181818182,0.181818181818,1,0.4,0.125,1,18.4,13.875,1,0.171641791045,0.828358208955,-1,0.135135135135,0.864864864865,-1,0.333333333333,0.666666666667,-1,0.454545454545,0.291666666667,0,10.7272727273,13.0625,-1,0.158389261745,0.841610738255,-1,0.186440677966,0.813559322034,-1,0.263157894737,0.736842105263,-1
09-529X,1,12/1/2010,12,2010,VIRGINIA OFFICE FOR PROTECTION AND ADVOCACY PETITIONER v. JAMES W. STEWART III COMMISSIONER VIRGINIA DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES et al.,-27,-0.4,0.0,-1.0,-0.882352941,0.2,4/19/2011,6.0,2.0,1.0,1,1,-1,-1,0,-0.01653245,-0.002130832,0.02358631,0.599533147,0.012722222,5.0,0.0,4.0,4.0,1,1.0,4.0,10,12.0,1,1,1,409,606,14,10,43,33,169,559,5,8,9,28,423,132,4,2,21,6,762,29,15,1,50,4,293,388,5,6,23,21,0.283,0.96,0.325581395349,0.30303030303,0,9.51162790698,18.3636363636,-1,0.402955665025,0.597044334975,0,0.565789473684,0.434210526316,0,0.583333333333,0.416666666667,0,0.555555555556,0.285714285714,1,18.7777777778,19.9642857143,-1,0.232142857143,0.767857142857,-1,0.243243243243,0.756756756757,-1,0.384615384615,0.615384615385,-1,0.190476190476,0.333333333333,0,20.1428571429,22.0,-1,0.762162162162,0.237837837838,1,0.777777777778,0.222222222222,1,0.666666666667,0.333333333333,1,0.3,0.25,0,15.24,7.25,1,0.963337547408,0.0366624525917,1,0.925925925926,0.0740740740741,1,0.9375,0.0625,1,0.217391304348,0.285714285714,0,12.7391304348,18.4761904762,-1,0.430249632893,0.569750367107,0,0.522727272727,0.477272727273,0,0.454545454545,0.545454545455,0
09-530X,0,10/5/2010,10,2010,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION et al. PETITIONERS v. ROBERT M. NELSON et al.,4,1.0,0.176470588,0.142857143,-0.076923077,0.636363636,1/19/2011,8.0,0.0,1.0,1,0,0,-1,1,-0.16723545,-0.115863189,0.0083281,0.059141374,0.00251628,2.0,11.0,9.0,9.0,1,2.0,4.0,5,12.0,1,1,0,0,617,0,21,1,45,460,473,10,13,30,32,184,223,5,6,10,12,571,352,13,8,33,21,152,379,6,13,12,27,0.093,0.724,0.0,0.466666666667,-1,0.0,13.7111111111,-1,0.0,1.0,-1,0.0217391304348,0.978260869565,-1,0.0,1.0,-1,0.333333333333,0.40625,0,15.3333333333,14.78125,1,0.493033226152,0.506966773848,0,0.483870967742,0.516129032258,0,0.434782608696,0.565217391304,0,0.5,0.5,0,18.4,18.5833333333,0,0.452088452088,0.547911547912,0,0.454545454545,0.545454545455,0,0.454545454545,0.545454545455,0,0.393939393939,0.380952380952,0,17.303030303,16.7619047619,1,0.618634886241,0.381365113759,1,0.611111111111,0.388888888889,1,0.619047619048,0.380952380952,1,0.5,0.481481481481,0,12.6666666667,14.037037037,-1,0.286252354049,0.713747645951,-1,0.307692307692,0.692307692308,-1,0.315789473684,0.684210526316,-1
09-559X,0,4/28/2010,4,2010,JOHN DOE #1 et al. v. SAM REED WASHINGTON SECRETARY OF STATE et al.,-13,-1.0,-0.75,-0.2,0.384615385,-0.333333333,6/24/2010,8.0,1.0,0.0,1,-1,0,1,-1,-0.107777778,-0.139821429,-0.009355159,0.007700138,0.074163878,14.0,0.0,9.0,9.0,1,1.0,1.5,5,2.0,1,0,0,4,106,0,2,1,3,844,172,14,5,47,14,243,264,5,10,11,14,288,478,3,15,11,27,560,273,13,9,44,19,0.009,0.978,0.0,0.666666666667,-1,4.0,35.3333333333,-1,0.0363636363636,0.963636363636,-1,0.25,0.75,-1,0.0,1.0,-1,0.297872340426,0.357142857143,0,17.9574468085,12.2857142857,1,0.830708661417,0.169291338583,1,0.770491803279,0.229508196721,1,0.736842105263,0.263157894737,1,0.454545454545,0.714285714286,-1,22.0909090909,18.8571428571,1,0.479289940828,0.520710059172,0,0.44,0.56,0,0.333333333333,0.666666666667,-1,0.272727272727,0.555555555556,-1,26.1818181818,17.7037037037,1,0.375979112272,0.624020887728,-1,0.289473684211,0.710526315789,-1,0.166666666667,0.833333333333,-1,0.295454545455,0.473684210526,0,12.7272727273,14.3684210526,-1,0.672268907563,0.327731092437,1,0.698412698413,0.301587301587,1,0.590909090909,0.409090909091,0
09-571X,0,10/6/2010,10,2010,HARRY F. CONNICK DISTRICT ATTORNEY et al. PETITIONERS v. JOHN THOMPSON,13,-0.8,0.0,0.666666667,1.0,0.333333333,3/29/2011,5.0,4.0,1.0,-1,-1,1,1,1,-0.173922414,-0.075550265,-0.044916667,-0.480862193,-0.030449907,0.0,3.0,5.0,5.0,1,2.0,2.0,2,12.0,1,0,0,810,127,25,5,65,10,435,141,6,3,18,6,70,168,2,1,6,11,57,616,0,18,7,43,75,231,3,5,9,21,0.61,0.934,0.384615384615,0.5,0,12.4615384615,12.7,-1,0.864461045891,0.135538954109,1,0.866666666667,0.133333333333,1,0.833333333333,0.166666666667,1,0.333333333333,0.5,0,24.1666666667,23.5,1,0.755208333333,0.244791666667,1,0.75,0.25,1,0.666666666667,0.333333333333,1,0.333333333333,0.0909090909091,1,11.6666666667,15.2727272727,-1,0.294117647059,0.705882352941,-1,0.352941176471,0.647058823529,-1,0.666666666667,0.333333333333,1,0.0,0.418604651163,-1,8.14285714286,14.3255813953,-1,0.0846953937593,0.915304606241,-1,0.14,0.86,-1,0.0,1.0,-1,0.333333333333,0.238095238095,0,8.33333333333,11.0,-1,0.245098039216,0.754901960784,-1,0.3,0.7,-1,0.375,0.625,-1
09-587X,0,10/12/2010,10,2010,KELLY HARRINGTON WARDEN PETITIONER v. JOSHUA RICHTER,-10,-0.5,-0.2,-0.5,1.0,-0.4,1/19/2011,8.0,0.0,1.0,0,-1,-1,1,-1,0.074797619,0.126258117,-0.179206349,0.203571429,0.032132353,5.0,3.0,9.0,9.0,1,2.0,4.0,1,12.0,1,0,0,364,343,10,1,14,9,353,229,10,4,16,7,222,121,10,1,16,7,94,441,1,15,6,34,348,219,14,8,24,14,0.091,0.331,0.714285714286,0.111111111111,1,26.0,38.1111111111,-1,0.514851485149,0.485148514851,0,0.608695652174,0.391304347826,1,0.909090909091,0.0909090909091,1,0.625,0.571428571429,0,22.0625,32.7142857143,-1,0.606529209622,0.393470790378,1,0.695652173913,0.304347826087,1,0.714285714286,0.285714285714,1,0.625,0.142857142857,1,13.875,17.2857142857,-1,0.6472303207,0.3527696793,1,0.695652173913,0.304347826087,1,0.909090909091,0.0909090909091,1,0.166666666667,0.441176470588,-1,15.6666666667,12.9705882353,1,0.175700934579,0.824299065421,-1,0.15,0.85,-1,0.0625,0.9375,-1,0.583333333333,0.571428571429,0,14.5,15.6428571429,-1,0.613756613757,0.386243386243,1,0.631578947368,0.368421052632,1,0.636363636364,0.363636363636,1
09-60XX,0,3/31/2010,3,2010,JOSE ANGEL CARACHURI-ROSENDO v. ERIC H. HOLDER JR. ATTORNEY GENERAL,-14,-0.066666667,0.5,-0.25,-1.0,-1.0,6/14/2010,9.0,0.0,1.0,0,1,0,-1,-1,0.109436133,-0.212654321,-0.150955295,0.006473214,0.12014881,9.0,2.0,5.0,5.0,1,1.0,2.0,2,2.0,1,1,0,682,792,12,14,41,53,138,547,3,3,5,18,169,233,7,4,13,12,128,17,2,0,7,1,451,0,6,0,35,1,0.14,0.817,0.292682926829,0.264150943396,0,16.6341463415,14.9433962264,1,0.462686567164,0.537313432836,0,0.436170212766,0.563829787234,0,0.461538461538,0.538461538462,0,0.6,0.166666666667,1,27.6,30.3888888889,-1,0.201459854015,0.798540145985,-1,0.217391304348,0.782608695652,-1,0.5,0.5,0,0.538461538462,0.333333333333,1,13.0,19.4166666667,-1,0.42039800995,0.57960199005,0,0.52,0.48,0,0.636363636364,0.363636363636,1,0.285714285714,0.0,1,18.2857142857,17.0,1,0.88275862069,0.11724137931,1,0.875,0.125,1,1.0,0.0,1,0.171428571429,0.0,0,12.8857142857,0.0,1,1.0,0.0,1,0.972222222222,0.0277777777778,1,1.0,0.0,1
